CodEstable,NomEstable,CodSede,NomSede,Tipo,Zona,Direccion,Telefono,EstadoSede,Niveles,Modelos,Grados,X,Y
254001002815,COL PUERTO NUEVO,254001009941,ESC RUR AGUA BLANCA,SEDE,RURAL,VIA PUERTO SANTANDER,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",844577.1524,1381696.013
254001002815,COL PUERTO NUEVO,254001002904,ESC RUR PATILLALES,SEDE,RURAL,VIA PUERTO SANTANDER,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",842641.1139,1375563.792
254001002815,COL PUERTO NUEVO,254001002815,CENT EDUC PUERTO NUEVO,PRINCIPAL,RURAL,CASER PUERTO NUEVO-VIA A PUERTO SANTAN,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,22,23,24,25,26",847353.8924,1390719.996
254001002815,COL PUERTO NUEVO,254001009046,ESC RUR BERLIN,SEDE,RURAL,VIA PUERTO SANTANDER,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",849055.5842,1395765.938
254001002815,COL PUERTO NUEVO,254001002599,ESC RUR ALTO VIENTO,SEDE,RURAL,VIA PUERTO SANTANDER,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",849223.7633,1395482.095
254001002815,COL PUERTO NUEVO,254001001398,ESC RUR LA ESPERANZA,SEDE,RURAL,VIA PUERTO SANTANDER,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21",847159.1625,1393774.002
254001002815,COL PUERTO NUEVO,254001002742,ESC RUR LA ARENOSA,SEDE,RURAL,VIA PUERTO SANTANDER,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,22,23,24,25,26",844713.4902,1385110.603
154001008274,COL PABLO NERUDA,154001007472,ESC NO 6 LA GRUTA,SEDE,URBANA,MZ J1 1 ETAPA BARRIO ATALAYA,5788296,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",841333.1102,1366239.572
154001008274,COL PABLO NERUDA,154001005313,ESC URB INTEGD GABRIELA MISTRAL,SEDE,URBANA,AV 3 NO 3-39 LA VICTORIA,5812584,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",840360.3269,1366340.813
154001008274,COL PABLO NERUDA,154001008274,COL PABLO NERUDA,PRINCIPAL,URBANA,MZ J3 LOTE 15 1 ETAPA  BARRIO ATALAYA,5813705,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL","6,7,8,9,10,11,21",840328.4044,1366448.528
154001007588,COL PBRO DANIEL JORDAN,154001004783,ESC NO 56 TERESA GUASCH,SEDE,URBANA,AV  5 NO  7-40 BARRIO DOÑA CECI,5811067,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",839844.388,1365846.397
154001007588,COL PBRO DANIEL JORDAN,154001007588,COL PBRO DANIEL JORDAN,PRINCIPAL,URBANA,AV 5 10 49,5788961,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","6,7,8,9,10,11,21,22,99",839960.7789,1365689.706
154001009467,INST EDUC MUNICIPAL AEROPUERTO,154001008487,CENT DOC LUIS CARLOS GALAN SARMIENTO NO 2,SEDE,URBANA,CLL 21 NO 4-91 BARRIO PORVENIR,5876519,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,21,22,99",842609.6788,1370107.905
154001009467,INST EDUC MUNICIPAL AEROPUERTO,154001008193,CENT EDUC VIRGILIO BARCO,SEDE,URBANA,CLL 24 NO 2-45 BARRIO VIRGILIO BARCO,5875781,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,20,21,22,23,24,25,26",842867.3638,1370256.923
154001009467,INST EDUC MUNICIPAL AEROPUERTO,154001009467,INST EDUC COL MUNICIPAL AEROPUERTO,PRINCIPAL,URBANA,CL 9 3 60,5876532 - 5876866,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,6,7,8,10,11,21,22,23,24,25,26,99",842521.3595,1369340.667
154001004732,COLEGIO CARLOS PÉREZ ESCALANTE,154001005844,ESC  URB NSTRA SRA DE CHIQUINQUIRA NO 61,SEDE,URBANA,AV 2 NO 15-45 BARRIO SAN LUIS,5762312,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1",844840.581,1364595.555
154001004732,COLEGIO CARLOS PÉREZ ESCALANTE,154001000052,ESC URB  SANTA ISABEL DE HUNGRIA,SEDE,URBANA,AV 3 NO 12-18 BARRIO SAN LUIS,5760882,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3",844982.562,1364913.875
154001004732,COLEGIO CARLOS PÉREZ ESCALANTE,154001003612,ESC URB  MARCO FIDEL SUAREZ NO 9,SEDE,URBANA,CLL. 11 NO  2-27 BARRIO SAN LUIS,5763356,ANTIGUO-ACTIVO,"BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","3,4,5,6,99",844955.4797,1365026.192
154001004732,COLEGIO CARLOS PÉREZ ESCALANTE,154001004732,COL CARLOS PEREZ ESCALANTE,PRINCIPAL,URBANA,CLL 13 NO 2-26 BARRIO SAN LUIS,5764075,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,A CRECER,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE,SER HUMANO","6,7,8,9,10,11,21,22,23,24,25,26,99",844930.3616,1364865.823
154001000095,INSTITUTO TECNICO MERCEDES ABREGO,154001003582,JARD INFL NAL,SEDE,URBANA,AV 13 E CL 4 Y 5 BR COLSAG,5893638 Y  3212081510,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",844543.3486,1365062.914
154001000095,INSTITUTO TECNICO MERCEDES ABREGO,154001000095,INST TEC MERCEDES ABREGO,PRINCIPAL,URBANA,IND AVENIDA LIBERTADORES CALLE 8N # 16E-30,5893638 - 3212080305,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA",EDUCACIÓN TRADICIONAL,"6,7,8,9,10,11",844610.6797,1366589.819
354001006823,COL NUESTRA SEÑORA DE FATIMA,354001006823,COL NSTRA SRA DE FATIMA,PRINCIPAL,URBANA,CLL 7A NO 6E-22 BARRIO QUINTA ORIENTAL,5753553 - 5755452,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",843908.198,1364921.003
354001012025,COLEGIO BICENTENARIO,354001012025,COLEGIO BICENTENARIO - SEDE PRINCIPAL,PRINCIPAL,URBANA,AV 47 CL 13,3003684086,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,SER HUMANO","0,1,2,3,4,5,6,7,8,9,10,11,20,21",839029.6053,1366156.753
154001010449,I.E. MISAEL PASTRANA BORRERO,154001000893,COL BAS SAN MATEO,SEDE,URBANA,AV 4 NO 24-10 BARRIO SAN MATEO,5762614,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE,CAFAM","0,1,2,3,4,5,23",844641.4333,1363536.016
154001010449,I.E. MISAEL PASTRANA BORRERO,154001000907,COL BAS MARIA GORETTI,SEDE,URBANA,AV 5 NO 19-38 BARRIO SANTA TERESITA,5763043,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5",845018.8766,1364157.736
154001010449,I.E. MISAEL PASTRANA BORRERO,154001010449,I.E. MISAEL PASTRANA BORRERO - SEDE PRINCIPAL,PRINCIPAL,URBANA,AV 3 21 23,5845000-5845110,ANTIGUO-ACTIVO,"BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CAFAM","5,6,7,8,9,10,11,21,22,23,24,25,26",844736.336,1363854.156
254001009151,INSTITUTO TÉCNICO RAFAEL GARCIA HERREROS,254001001037,CENT EDUC ESC RUR  PALMARITO,SEDE,RURAL,CORREG PALMARITO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",844658.242,1411560.529
154001003426,COL MARIANO OSPINA RODRIGUEZ,154001009297,ESC EL PARAISO,SEDE,URBANA,CLL  14 NO 10-27 BARRIO EL PARAISO,5795553,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,4,21",840139.8928,1368528.173
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001006489,ESC  RUR NUEVO PORVENIR,SEDE,URBANA,IND VIA SAN FAUSTINO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,A CRECER,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21",846536.5643,1373005.312
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001008643,CENT EDUC LA SABANA,SEDE,RURAL,VDA LA SABANA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","-1,0,1,2,3,4,5",855295.0475,1384635.437
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001002751,CENT EDUC LA CHINA,SEDE,RURAL,KM 33 VIA SAN FAUSTINO - VDA LA CHINA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4",857631.2439,1389902.36
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001002653,CENT EDUC EL DESCANSO,SEDE,RURAL,VDA EL DESCANSO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,A CRECER","0,1,2,3,4,5,21",857891.5656,1380533.1
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001002629,CENT EDUC EL ARRAYAN,SEDE,RURAL,VDA EL ARRAYAN,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",855911.8956,1381551.634
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001007523,CENT EDUC CERRO TASAJERO,SEDE,RURAL,VDA PASO DE LOS RIOS-VIA SAN FAUSTINO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",850662.5851,1381415.611
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001002921,ESC RUR INTEGD SAN FAUSTINO,SEDE,RURAL,CORREG SAN FAUSTINO,NO TIENE,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-1,0,1,2,3,4,5",853423.9031,1383518.641
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001008058,COL FRAY MANUEL ALVAREZ,PRINCIPAL,RURAL,CORREG SAN FAUSTINO,5666547,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,EDUCACIÓN TRADICIONAL,ETNOEDUCATIVO PARA COMUNIDADES NEGRAS - PACIFICO COLOMBIANO","6,7,8,9,10,11,21,22,23,24,25,26",853480.988,1383371.96
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001002998,CENT EDUC TIO JOSE,SEDE,RURAL,VDA STA CECILIA CORREG SAN FAUSTINO,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",848991.1681,1373741.519
254001008058,COLEGIO FRAY MANUEL ALVAREZ,254001010168,CENT EDUC RICAURTE,SEDE,RURAL,CORREG RICAURTE,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",859088.7281,1379669.323
154001011037,INSTITUCIÓN EDUCATIVA SAN BARTOLOMÉ,154001006387,ESC URB CERRO NORTE,SEDE,URBANA,AV 10 NO 6BN-123 BARRIO CERRO NORTE,5813230,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CIRCULOS DE APRENDIZAJE","0,1,2,3,4,5",842235.2449,1366494.349
254001009151,INSTITUTO TÉCNICO RAFAEL GARCIA HERREROS,254001005946,CENT EDUC PUERTO LEON,SEDE,RURAL,CORREG BANCO DE ARENA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7",849513.0037,1415327.388
254001009151,INSTITUTO TÉCNICO RAFAEL GARCIA HERREROS,254001000316,CENT EDUC VIGILANCIA,SEDE,RURAL,CORREG BANCO DE ARENA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",847763.7859,1422225.854
154001011037,INSTITUCIÓN EDUCATIVA SAN BARTOLOMÉ,154001009564,COL MPAL JESUS OBRERO,SEDE,URBANA,IND AV 10 NO 6BN-123,5813230,NUEVO-ACTIVO,BÁSICA SECUNDARIA,EDUCACIÓN TRADICIONAL,"6,7,8,9",842234.3985,1366534.292
154001002977,INST TEC GUAIMARAL,154001010074,CENT DOC ALMA LUZ VEGA RANGEL,SEDE,URBANA,CLL 6BN NO 12E-73 BARRIO LOS ACACIOS,5746889,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",844177.4444,1366221.297
254001009151,INSTITUTO TÉCNICO RAFAEL GARCIA HERREROS,254001001312,ESC RUR EL VEINTICINCO,SEDE,RURAL,VDA KM 25 CORREG BANCO DE ARENA,NO TIENE,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",844330.7127,1422623.46
